# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.54
-58	0.54
-57	0.59
-56	0.64
-55	0.55
-54	0.59
-53	0.57
-52	0.57
-51	0.59
-50	0.59
-49	0.51
-48	0.61
-47	0.56
-46	0.64
-45	0.61
-44	0.62
-43	0.57
-42	0.63
-41	0.61
-40	0.58
-39	0.60
-38	0.65
-37	0.62
-36	0.62
-35	0.60
-34	0.63
-33	0.60
-32	0.66
-31	0.65
-30	0.62
-29	0.64
-28	0.64
-27	0.63
-26	0.65
-25	0.64
-24	0.64
-23	0.60
-22	0.65
-21	0.63
-20	0.63
-19	0.65
-18	0.65
-17	0.67
-16	0.63
-15	0.64
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.63
-7	0.65
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.61
8	0.59
9	0.61
10	0.58
11	0.61
12	0.58
13	0.61
14	0.57
15	0.59
16	0.57
17	0.61
18	0.56
19	0.62
20	0.57
21	0.61
22	0.57
23	0.61
24	0.58
25	0.60
26	0.58
27	0.62
28	0.58
29	0.62
30	0.59
31	0.66
32	0.57
33	0.65
34	0.59
35	0.60
36	0.58
37	0.66
38	0.65
39	0.63
40	0.62
41	0.66
42	0.62
43	0.57
44	0.57
45	0.64
46	0.59
47	0.64
48	0.61
49	0.65
50	0.62
51	0.70
52	0.63
53	0.63
54	0.63
55	0.54
56	0.62
57	0.63
58	0.65
59	0.64
60	0.64
