# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.60
-58	0.56
-57	0.57
-56	0.62
-55	0.53
-54	0.58
-53	0.55
-52	0.67
-51	0.59
-50	0.59
-49	0.54
-48	0.62
-47	0.55
-46	0.63
-45	0.58
-44	0.65
-43	0.59
-42	0.60
-41	0.61
-40	0.61
-39	0.60
-38	0.65
-37	0.61
-36	0.66
-35	0.60
-34	0.63
-33	0.61
-32	0.65
-31	0.64
-30	0.64
-29	0.64
-28	0.63
-27	0.62
-26	0.65
-25	0.62
-24	0.64
-23	0.64
-22	0.65
-21	0.64
-20	0.62
-19	0.64
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.65
-13	0.65
-12	0.62
-11	0.65
-10	0.62
-9	0.64
-8	0.62
-7	0.64
-6	0.62
-5	0.62
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.62
3	0.63
4	0.63
5	0.61
6	0.58
7	0.57
8	0.57
9	0.58
10	0.56
11	0.58
12	0.56
13	0.58
14	0.56
15	0.57
16	0.56
17	0.59
18	0.55
19	0.60
20	0.55
21	0.59
22	0.55
23	0.58
24	0.57
25	0.58
26	0.57
27	0.60
28	0.57
29	0.60
30	0.54
31	0.64
32	0.57
33	0.60
34	0.56
35	0.58
36	0.57
37	0.61
38	0.57
39	0.56
40	0.58
41	0.63
42	0.60
43	0.59
44	0.60
45	0.63
46	0.60
47	0.61
48	0.56
49	0.60
50	0.62
51	0.64
52	0.58
53	0.59
54	0.62
55	0.61
56	0.59
57	0.59
58	0.63
59	0.65
60	0.62
