# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.57
-58	0.60
-57	0.53
-56	0.58
-55	0.60
-54	0.60
-53	0.64
-52	0.62
-51	0.56
-50	0.62
-49	0.55
-48	0.61
-47	0.63
-46	0.62
-45	0.59
-44	0.65
-43	0.65
-42	0.64
-41	0.61
-40	0.62
-39	0.62
-38	0.62
-37	0.61
-36	0.62
-35	0.58
-34	0.63
-33	0.62
-32	0.63
-31	0.65
-30	0.64
-29	0.61
-28	0.64
-27	0.61
-26	0.65
-25	0.65
-24	0.65
-23	0.61
-22	0.66
-21	0.63
-20	0.63
-19	0.66
-18	0.65
-17	0.66
-16	0.63
-15	0.64
-14	0.63
-13	0.67
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.62
6	0.59
7	0.60
8	0.58
9	0.59
10	0.57
11	0.60
12	0.57
13	0.58
14	0.56
15	0.58
16	0.57
17	0.60
18	0.55
19	0.61
20	0.55
21	0.61
22	0.56
23	0.62
24	0.57
25	0.59
26	0.57
27	0.64
28	0.57
29	0.56
30	0.58
31	0.62
32	0.58
33	0.60
34	0.58
35	0.59
36	0.59
37	0.63
38	0.59
39	0.60
40	0.58
41	0.69
42	0.63
43	0.62
44	0.64
45	0.61
46	0.61
47	0.58
48	0.62
49	0.63
50	0.66
51	0.62
52	0.62
53	0.62
54	0.59
55	0.60
56	0.66
57	0.58
58	0.62
59	0.67
60	0.63
