# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.48
-58	0.59
-57	0.53
-56	0.58
-55	0.54
-54	0.60
-53	0.57
-52	0.62
-51	0.51
-50	0.59
-49	0.55
-48	0.59
-47	0.59
-46	0.60
-45	0.59
-44	0.62
-43	0.60
-42	0.63
-41	0.62
-40	0.61
-39	0.62
-38	0.64
-37	0.59
-36	0.62
-35	0.59
-34	0.67
-33	0.61
-32	0.63
-31	0.65
-30	0.63
-29	0.62
-28	0.64
-27	0.63
-26	0.65
-25	0.64
-24	0.63
-23	0.62
-22	0.65
-21	0.62
-20	0.63
-19	0.65
-18	0.65
-17	0.65
-16	0.63
-15	0.64
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.65
-6	0.62
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.60
8	0.58
9	0.59
10	0.57
11	0.59
12	0.57
13	0.60
14	0.56
15	0.59
16	0.56
17	0.62
18	0.56
19	0.60
20	0.56
21	0.61
22	0.55
23	0.62
24	0.57
25	0.60
26	0.56
27	0.63
28	0.57
29	0.61
30	0.58
31	0.62
32	0.57
33	0.61
34	0.59
35	0.60
36	0.59
37	0.60
38	0.58
39	0.61
40	0.60
41	0.65
42	0.60
43	0.60
44	0.60
45	0.58
46	0.60
47	0.65
48	0.62
49	0.63
50	0.55
51	0.63
52	0.61
53	0.63
54	0.61
55	0.60
56	0.61
57	0.61
58	0.56
59	0.61
60	0.62
