# [1]Indel length	[2]Count
-60	2296
-59	39
-58	74
-57	59
-56	103
-55	65
-54	106
-53	67
-52	135
-51	88
-50	152
-49	146
-48	196
-47	87
-46	159
-45	115
-44	198
-43	116
-42	250
-41	148
-40	375
-39	173
-38	307
-37	186
-36	468
-35	241
-34	380
-33	268
-32	638
-31	325
-30	735
-29	381
-28	963
-27	505
-26	941
-25	674
-24	1514
-23	617
-22	1288
-21	823
-20	2490
-19	941
-18	2195
-17	1177
-16	3736
-15	2387
-14	3615
-13	2105
-12	7578
-11	2779
-10	7721
-9	4314
-8	13410
-7	5534
-6	16123
-5	15009
-4	50319
-3	34498
-2	91742
-1	228086
1	231602
2	90175
3	32773
4	47626
5	13910
6	15684
7	4996
8	13238
9	4105
10	7355
11	2504
12	7169
13	1801
14	3202
15	2174
16	3648
17	1064
18	2028
19	869
20	2439
21	800
22	1148
23	568
24	1418
25	603
26	813
27	468
28	859
29	314
30	706
31	311
32	572
33	219
34	342
35	239
36	376
37	164
38	248
39	175
40	314
41	139
42	215
43	103
44	165
45	147
46	147
47	110
48	175
49	110
50	121
51	72
52	136
53	78
54	121
55	79
56	103
57	67
58	71
59	57
60	2631
