# [1]Indel length	[2]Count
-60	2345
-59	45
-58	66
-57	48
-56	113
-55	58
-54	113
-53	58
-52	92
-51	71
-50	134
-49	136
-48	173
-47	93
-46	164
-45	111
-44	193
-43	105
-42	211
-41	141
-40	355
-39	156
-38	284
-37	178
-36	454
-35	227
-34	387
-33	271
-32	637
-31	292
-30	716
-29	373
-28	918
-27	505
-26	881
-25	681
-24	1471
-23	615
-22	1218
-21	808
-20	2417
-19	967
-18	2226
-17	1174
-16	3701
-15	2318
-14	3526
-13	2134
-12	7518
-11	2836
-10	7494
-9	4359
-8	13367
-7	5718
-6	16173
-5	15381
-4	50913
-3	36029
-2	96450
-1	227670
1	231823
2	94901
3	34472
4	48788
5	15073
6	16240
7	5589
8	13347
9	4195
10	6971
11	2597
12	7161
13	1886
14	3138
15	2136
16	3560
17	1056
18	1990
19	832
20	2335
21	815
22	1107
23	556
24	1358
25	615
26	720
27	402
28	773
29	306
30	660
31	291
32	549
33	211
34	361
35	250
36	374
37	185
38	259
39	158
40	321
41	126
42	200
43	121
44	156
45	103
46	130
47	92
48	161
49	111
50	118
51	76
52	116
53	84
54	96
55	67
56	101
57	53
58	79
59	49
60	2294
