# [1]Indel length	[2]Count
-60	2484
-59	49
-58	79
-57	59
-56	100
-55	68
-54	120
-53	82
-52	121
-51	87
-50	162
-49	138
-48	183
-47	109
-46	156
-45	117
-44	209
-43	98
-42	231
-41	151
-40	415
-39	167
-38	294
-37	201
-36	424
-35	252
-34	384
-33	272
-32	621
-31	326
-30	745
-29	388
-28	945
-27	509
-26	918
-25	708
-24	1508
-23	676
-22	1321
-21	786
-20	2486
-19	984
-18	2300
-17	1201
-16	3823
-15	2356
-14	3650
-13	2222
-12	7676
-11	2772
-10	7795
-9	4427
-8	13616
-7	5701
-6	16499
-5	15225
-4	51180
-3	35565
-2	93852
-1	231750
1	236512
2	92740
3	34070
4	49098
5	14424
6	16128
7	5398
8	13464
9	4199
10	7356
11	2632
12	7377
13	1868
14	3321
15	2185
16	3708
17	1085
18	2132
19	922
20	2454
21	783
22	1179
23	568
24	1449
25	607
26	782
27	475
28	851
29	348
30	675
31	317
32	521
33	255
34	375
35	273
36	371
37	211
38	259
39	163
40	315
41	116
42	227
43	118
44	134
45	121
46	139
47	92
48	154
49	120
50	145
51	74
52	114
53	76
54	107
55	85
56	90
57	70
58	77
59	50
60	2380
