# [1]Indel length	[2]Count
-60	2475
-59	37
-58	80
-57	51
-56	115
-55	60
-54	99
-53	61
-52	120
-51	89
-50	150
-49	139
-48	178
-47	97
-46	133
-45	109
-44	204
-43	114
-42	226
-41	139
-40	370
-39	175
-38	312
-37	215
-36	438
-35	245
-34	417
-33	262
-32	647
-31	308
-30	783
-29	360
-28	891
-27	471
-26	907
-25	710
-24	1470
-23	628
-22	1298
-21	799
-20	2448
-19	983
-18	2249
-17	1202
-16	3822
-15	2322
-14	3588
-13	2056
-12	7552
-11	2770
-10	7678
-9	4221
-8	13394
-7	5492
-6	16197
-5	14833
-4	50269
-3	34700
-2	91583
-1	228341
1	232088
2	90442
3	32799
4	48130
5	13751
6	15592
7	5094
8	13259
9	4039
10	7264
11	2469
12	7227
13	1868
14	3298
15	2113
16	3662
17	1042
18	2030
19	851
20	2377
21	785
22	1153
23	584
24	1448
25	616
26	834
27	469
28	852
29	315
30	683
31	316
32	557
33	231
34	354
35	249
36	413
37	178
38	243
39	163
40	285
41	138
42	196
43	112
44	175
45	115
46	132
47	95
48	170
49	99
50	122
51	77
52	118
53	68
54	117
55	81
56	93
57	63
58	87
59	54
60	2399
