# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.59
-58	0.54
-57	0.60
-56	0.58
-55	0.56
-54	0.60
-53	0.58
-52	0.59
-51	0.55
-50	0.59
-49	0.52
-48	0.57
-47	0.58
-46	0.60
-45	0.56
-44	0.61
-43	0.66
-42	0.62
-41	0.60
-40	0.60
-39	0.57
-38	0.63
-37	0.57
-36	0.62
-35	0.59
-34	0.62
-33	0.61
-32	0.63
-31	0.62
-30	0.62
-29	0.63
-28	0.63
-27	0.63
-26	0.65
-25	0.62
-24	0.62
-23	0.62
-22	0.63
-21	0.62
-20	0.61
-19	0.65
-18	0.64
-17	0.65
-16	0.62
-15	0.62
-14	0.63
-13	0.66
-12	0.62
-11	0.65
-10	0.61
-9	0.64
-8	0.61
-7	0.64
-6	0.62
-5	0.62
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.63
5	0.62
6	0.58
7	0.58
8	0.56
9	0.58
10	0.56
11	0.58
12	0.56
13	0.58
14	0.54
15	0.57
16	0.55
17	0.57
18	0.54
19	0.59
20	0.55
21	0.58
22	0.53
23	0.59
24	0.55
25	0.58
26	0.55
27	0.62
28	0.55
29	0.59
30	0.55
31	0.62
32	0.58
33	0.60
34	0.57
35	0.57
36	0.56
37	0.61
38	0.57
39	0.60
40	0.56
41	0.58
42	0.58
43	0.61
44	0.56
45	0.60
46	0.61
47	0.58
48	0.60
49	0.57
50	0.61
51	0.63
52	0.61
53	0.65
54	0.58
55	0.65
56	0.55
57	0.64
58	0.63
59	0.61
60	0.62
