# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.60
-58	0.62
-57	0.67
-56	0.56
-55	0.59
-54	0.60
-53	0.61
-52	0.60
-51	0.58
-50	0.58
-49	0.61
-48	0.62
-47	0.59
-46	0.64
-45	0.61
-44	0.62
-43	0.64
-42	0.68
-41	0.66
-40	0.61
-39	0.65
-38	0.65
-37	0.62
-36	0.65
-35	0.63
-34	0.69
-33	0.61
-32	0.66
-31	0.66
-30	0.66
-29	0.66
-28	0.65
-27	0.65
-26	0.67
-25	0.64
-24	0.66
-23	0.66
-22	0.66
-21	0.63
-20	0.65
-19	0.67
-18	0.66
-17	0.67
-16	0.65
-15	0.63
-14	0.66
-13	0.66
-12	0.65
-11	0.67
-10	0.64
-9	0.67
-8	0.64
-7	0.67
-6	0.64
-5	0.64
-4	0.64
-3	0.65
-2	0.65
-1	0.69
1	0.68
2	0.65
3	0.66
4	0.65
5	0.65
6	0.61
7	0.63
8	0.60
9	0.62
10	0.60
11	0.63
12	0.61
13	0.64
14	0.60
15	0.61
16	0.60
17	0.64
18	0.60
19	0.66
20	0.60
21	0.64
22	0.62
23	0.65
24	0.62
25	0.62
26	0.60
27	0.63
28	0.63
29	0.65
30	0.63
31	0.65
32	0.63
33	0.65
34	0.63
35	0.65
36	0.62
37	0.69
38	0.66
39	0.62
40	0.60
41	0.73
42	0.65
43	0.66
44	0.64
45	0.63
46	0.62
47	0.65
48	0.62
49	0.64
50	0.66
51	0.75
52	0.66
53	0.70
54	0.65
55	0.65
56	0.63
57	0.65
58	0.71
59	0.68
60	0.67
