# [1]Indel length	[2]Count
-60	2502
-59	43
-58	67
-57	53
-56	111
-55	57
-54	122
-53	59
-52	129
-51	91
-50	152
-49	143
-48	222
-47	107
-46	145
-45	131
-44	224
-43	115
-42	233
-41	136
-40	384
-39	180
-38	280
-37	224
-36	441
-35	257
-34	416
-33	297
-32	640
-31	319
-30	776
-29	363
-28	913
-27	519
-26	923
-25	694
-24	1589
-23	651
-22	1284
-21	838
-20	2531
-19	950
-18	2273
-17	1170
-16	3765
-15	2370
-14	3613
-13	2050
-12	7635
-11	2744
-10	7792
-9	4348
-8	13481
-7	5508
-6	16231
-5	15036
-4	50485
-3	35017
-2	91559
-1	228475
1	232826
2	90853
3	32952
4	48120
5	13909
6	15857
7	5127
8	13531
9	4090
10	7387
11	2639
12	7389
13	1871
14	3329
15	2175
16	3598
17	1103
18	2150
19	898
20	2454
21	801
22	1197
23	640
24	1451
25	619
26	847
27	480
28	889
29	343
30	728
31	304
32	596
33	235
34	383
35	280
36	442
37	196
38	262
39	170
40	353
41	141
42	208
43	120
44	176
45	128
46	147
47	117
48	196
49	126
50	142
51	102
52	142
53	81
54	118
55	77
56	107
57	54
58	90
59	61
60	2850
