# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.58
-58	0.55
-57	0.58
-56	0.62
-55	0.58
-54	0.60
-53	0.56
-52	0.60
-51	0.65
-50	0.58
-49	0.54
-48	0.56
-47	0.56
-46	0.63
-45	0.54
-44	0.61
-43	0.62
-42	0.64
-41	0.61
-40	0.57
-39	0.61
-38	0.63
-37	0.60
-36	0.64
-35	0.57
-34	0.64
-33	0.61
-32	0.62
-31	0.63
-30	0.64
-29	0.65
-28	0.63
-27	0.60
-26	0.64
-25	0.63
-24	0.64
-23	0.61
-22	0.64
-21	0.62
-20	0.63
-19	0.65
-18	0.64
-17	0.66
-16	0.62
-15	0.63
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.62
-9	0.64
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.63
4	0.63
5	0.62
6	0.59
7	0.60
8	0.57
9	0.59
10	0.56
11	0.59
12	0.57
13	0.58
14	0.55
15	0.57
16	0.56
17	0.59
18	0.56
19	0.60
20	0.55
21	0.60
22	0.54
23	0.59
24	0.56
25	0.58
26	0.54
27	0.63
28	0.56
29	0.60
30	0.58
31	0.61
32	0.58
33	0.60
34	0.57
35	0.59
36	0.57
37	0.62
38	0.58
39	0.60
40	0.58
41	0.62
42	0.62
43	0.61
44	0.61
45	0.56
46	0.58
47	0.62
48	0.61
49	0.63
50	0.63
51	0.64
52	0.61
53	0.68
54	0.60
55	0.58
56	0.61
57	0.64
58	0.61
59	0.62
60	0.63
