# [1]Indel length	[2]Mean VAF
-60	0.55
-59	0.57
-58	0.59
-57	0.49
-56	0.54
-55	0.58
-54	0.53
-53	0.50
-52	0.56
-51	0.53
-50	0.59
-49	0.54
-48	0.58
-47	0.55
-46	0.58
-45	0.54
-44	0.59
-43	0.60
-42	0.59
-41	0.60
-40	0.58
-39	0.61
-38	0.62
-37	0.58
-36	0.60
-35	0.59
-34	0.60
-33	0.59
-32	0.61
-31	0.58
-30	0.61
-29	0.61
-28	0.61
-27	0.59
-26	0.61
-25	0.61
-24	0.61
-23	0.61
-22	0.61
-21	0.62
-20	0.60
-19	0.63
-18	0.62
-17	0.63
-16	0.61
-15	0.62
-14	0.62
-13	0.64
-12	0.61
-11	0.64
-10	0.60
-9	0.63
-8	0.60
-7	0.64
-6	0.60
-5	0.61
-4	0.61
-3	0.61
-2	0.62
-1	0.65
1	0.65
2	0.60
3	0.61
4	0.61
5	0.61
6	0.57
7	0.59
8	0.56
9	0.58
10	0.55
11	0.58
12	0.56
13	0.58
14	0.54
15	0.56
16	0.55
17	0.60
18	0.53
19	0.60
20	0.55
21	0.59
22	0.54
23	0.59
24	0.56
25	0.56
26	0.56
27	0.58
28	0.56
29	0.61
30	0.55
31	0.60
32	0.55
33	0.63
34	0.58
35	0.57
36	0.57
37	0.59
38	0.61
39	0.56
40	0.56
41	0.63
42	0.58
43	0.64
44	0.58
45	0.59
46	0.60
47	0.57
48	0.60
49	0.60
50	0.60
51	0.63
52	0.60
53	0.68
54	0.57
55	0.54
56	0.64
57	0.64
58	0.63
59	0.69
60	0.60
