# [1]Indel length	[2]Mean VAF
-60	0.53
-59	0.49
-58	0.52
-57	0.57
-56	0.59
-55	0.57
-54	0.57
-53	0.46
-52	0.56
-51	0.57
-50	0.58
-49	0.51
-48	0.54
-47	0.54
-46	0.58
-45	0.57
-44	0.55
-43	0.60
-42	0.59
-41	0.55
-40	0.55
-39	0.56
-38	0.58
-37	0.57
-36	0.59
-35	0.56
-34	0.62
-33	0.58
-32	0.60
-31	0.61
-30	0.60
-29	0.60
-28	0.59
-27	0.58
-26	0.61
-25	0.59
-24	0.60
-23	0.59
-22	0.62
-21	0.60
-20	0.59
-19	0.62
-18	0.61
-17	0.62
-16	0.59
-15	0.60
-14	0.62
-13	0.62
-12	0.59
-11	0.63
-10	0.59
-9	0.62
-8	0.59
-7	0.62
-6	0.60
-5	0.60
-4	0.60
-3	0.61
-2	0.61
-1	0.65
1	0.65
2	0.60
3	0.61
4	0.61
5	0.60
6	0.56
7	0.56
8	0.55
9	0.56
10	0.54
11	0.57
12	0.54
13	0.56
14	0.53
15	0.55
16	0.54
17	0.58
18	0.52
19	0.57
20	0.54
21	0.59
22	0.54
23	0.58
24	0.54
25	0.54
26	0.53
27	0.60
28	0.54
29	0.57
30	0.55
31	0.60
32	0.55
33	0.59
34	0.56
35	0.57
36	0.57
37	0.60
38	0.54
39	0.57
40	0.56
41	0.65
42	0.59
43	0.61
44	0.57
45	0.57
46	0.58
47	0.57
48	0.57
49	0.58
50	0.59
51	0.60
52	0.60
53	0.59
54	0.58
55	0.60
56	0.57
57	0.62
58	0.65
59	0.59
60	0.61
