# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.53
-58	0.57
-57	0.62
-56	0.62
-55	0.62
-54	0.59
-53	0.58
-52	0.64
-51	0.56
-50	0.61
-49	0.58
-48	0.62
-47	0.57
-46	0.64
-45	0.63
-44	0.61
-43	0.60
-42	0.63
-41	0.62
-40	0.64
-39	0.58
-38	0.63
-37	0.62
-36	0.63
-35	0.59
-34	0.66
-33	0.59
-32	0.66
-31	0.64
-30	0.65
-29	0.64
-28	0.64
-27	0.63
-26	0.66
-25	0.64
-24	0.64
-23	0.63
-22	0.64
-21	0.64
-20	0.62
-19	0.67
-18	0.65
-17	0.67
-16	0.63
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.63
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.65
4	0.64
5	0.63
6	0.60
7	0.61
8	0.59
9	0.60
10	0.58
11	0.62
12	0.58
13	0.63
14	0.57
15	0.60
16	0.58
17	0.63
18	0.56
19	0.62
20	0.58
21	0.63
22	0.58
23	0.63
24	0.58
25	0.61
26	0.58
27	0.64
28	0.60
29	0.64
30	0.58
31	0.68
32	0.60
33	0.65
34	0.61
35	0.60
36	0.61
37	0.64
38	0.60
39	0.59
40	0.61
41	0.67
42	0.61
43	0.58
44	0.62
45	0.60
46	0.55
47	0.65
48	0.63
49	0.65
50	0.63
51	0.61
52	0.66
53	0.65
54	0.63
55	0.60
56	0.66
57	0.65
58	0.66
59	0.65
60	0.65
