# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.62
-58	0.57
-57	0.60
-56	0.56
-55	0.63
-54	0.59
-53	0.56
-52	0.61
-51	0.58
-50	0.65
-49	0.58
-48	0.60
-47	0.56
-46	0.62
-45	0.60
-44	0.59
-43	0.59
-42	0.62
-41	0.59
-40	0.63
-39	0.60
-38	0.64
-37	0.59
-36	0.64
-35	0.59
-34	0.65
-33	0.61
-32	0.65
-31	0.66
-30	0.64
-29	0.64
-28	0.63
-27	0.63
-26	0.64
-25	0.63
-24	0.64
-23	0.61
-22	0.66
-21	0.64
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.64
-13	0.67
-12	0.63
-11	0.67
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.62
12	0.58
13	0.61
14	0.57
15	0.58
16	0.57
17	0.61
18	0.57
19	0.63
20	0.56
21	0.62
22	0.58
23	0.61
24	0.57
25	0.61
26	0.57
27	0.61
28	0.58
29	0.61
30	0.57
31	0.64
32	0.57
33	0.62
34	0.57
35	0.60
36	0.57
37	0.62
38	0.60
39	0.61
40	0.59
41	0.64
42	0.63
43	0.59
44	0.59
45	0.57
46	0.59
47	0.63
48	0.58
49	0.65
50	0.60
51	0.65
52	0.61
53	0.66
54	0.58
55	0.63
56	0.57
57	0.61
58	0.58
59	0.66
60	0.62
