# [1]Indel length	[2]Count
-60	2416
-59	44
-58	86
-57	63
-56	92
-55	69
-54	124
-53	65
-52	119
-51	80
-50	173
-49	156
-48	206
-47	103
-46	163
-45	131
-44	210
-43	127
-42	220
-41	149
-40	370
-39	186
-38	310
-37	221
-36	442
-35	263
-34	427
-33	290
-32	650
-31	319
-30	716
-29	368
-28	938
-27	493
-26	897
-25	671
-24	1502
-23	662
-22	1275
-21	850
-20	2494
-19	959
-18	2202
-17	1178
-16	3677
-15	2374
-14	3594
-13	2057
-12	7540
-11	2807
-10	7651
-9	4332
-8	13435
-7	5554
-6	16083
-5	15052
-4	50378
-3	34917
-2	91368
-1	229642
1	233142
2	91380
3	33122
4	48216
5	14177
6	15857
7	5121
8	13462
9	4141
10	7374
11	2636
12	7358
13	1855
14	3344
15	2222
16	3737
17	1098
18	2118
19	894
20	2525
21	791
22	1219
23	589
24	1510
25	651
26	859
27	492
28	929
29	339
30	722
31	289
32	553
33	269
34	385
35	276
36	455
37	183
38	280
39	174
40	374
41	131
42	219
43	125
44	172
45	112
46	145
47	113
48	199
49	117
50	147
51	81
52	129
53	84
54	121
55	84
56	104
57	65
58	88
59	59
60	2673
