# [1]Indel length	[2]Mean VAF
-60	0.54
-59	0.49
-58	0.57
-57	0.52
-56	0.54
-55	0.55
-54	0.62
-53	0.54
-52	0.56
-51	0.54
-50	0.56
-49	0.56
-48	0.56
-47	0.57
-46	0.60
-45	0.56
-44	0.58
-43	0.62
-42	0.62
-41	0.57
-40	0.59
-39	0.58
-38	0.64
-37	0.60
-36	0.60
-35	0.56
-34	0.61
-33	0.60
-32	0.61
-31	0.61
-30	0.60
-29	0.60
-28	0.61
-27	0.63
-26	0.61
-25	0.60
-24	0.61
-23	0.59
-22	0.63
-21	0.60
-20	0.60
-19	0.63
-18	0.62
-17	0.64
-16	0.61
-15	0.61
-14	0.63
-13	0.65
-12	0.61
-11	0.64
-10	0.60
-9	0.63
-8	0.60
-7	0.64
-6	0.61
-5	0.61
-4	0.61
-3	0.62
-2	0.62
-1	0.66
1	0.65
2	0.61
3	0.62
4	0.61
5	0.61
6	0.57
7	0.58
8	0.56
9	0.58
10	0.55
11	0.58
12	0.55
13	0.58
14	0.54
15	0.57
16	0.55
17	0.59
18	0.54
19	0.58
20	0.55
21	0.60
22	0.54
23	0.60
24	0.55
25	0.58
26	0.56
27	0.62
28	0.55
29	0.58
30	0.54
31	0.60
32	0.55
33	0.57
34	0.57
35	0.60
36	0.55
37	0.61
38	0.57
39	0.61
40	0.56
41	0.67
42	0.59
43	0.58
44	0.58
45	0.57
46	0.59
47	0.56
48	0.60
49	0.63
50	0.58
51	0.62
52	0.59
53	0.59
54	0.65
55	0.55
56	0.62
57	0.65
58	0.63
59	0.63
60	0.62
