# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.61
-58	0.58
-57	0.60
-56	0.58
-55	0.64
-54	0.61
-53	0.53
-52	0.61
-51	0.60
-50	0.58
-49	0.54
-48	0.58
-47	0.62
-46	0.60
-45	0.61
-44	0.61
-43	0.61
-42	0.64
-41	0.63
-40	0.60
-39	0.59
-38	0.64
-37	0.64
-36	0.63
-35	0.59
-34	0.61
-33	0.60
-32	0.65
-31	0.65
-30	0.63
-29	0.63
-28	0.64
-27	0.63
-26	0.65
-25	0.63
-24	0.66
-23	0.64
-22	0.65
-21	0.63
-20	0.64
-19	0.65
-18	0.65
-17	0.66
-16	0.64
-15	0.63
-14	0.65
-13	0.67
-12	0.64
-11	0.67
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.68
2	0.64
3	0.65
4	0.65
5	0.64
6	0.60
7	0.63
8	0.59
9	0.62
10	0.59
11	0.62
12	0.59
13	0.64
14	0.59
15	0.61
16	0.59
17	0.64
18	0.59
19	0.64
20	0.59
21	0.64
22	0.61
23	0.64
24	0.60
25	0.63
26	0.60
27	0.64
28	0.61
29	0.67
30	0.60
31	0.68
32	0.61
33	0.63
34	0.61
35	0.63
36	0.62
37	0.66
38	0.63
39	0.63
40	0.60
41	0.69
42	0.65
43	0.63
44	0.62
45	0.61
46	0.63
47	0.66
48	0.67
49	0.66
50	0.64
51	0.65
52	0.66
53	0.62
54	0.65
55	0.62
56	0.68
57	0.67
58	0.66
59	0.65
60	0.66
