# [1]Indel length	[2]Count
-60	2429
-59	42
-58	86
-57	61
-56	102
-55	61
-54	118
-53	62
-52	132
-51	79
-50	153
-49	133
-48	189
-47	109
-46	151
-45	112
-44	198
-43	120
-42	210
-41	138
-40	387
-39	185
-38	289
-37	206
-36	466
-35	249
-34	389
-33	258
-32	632
-31	314
-30	743
-29	380
-28	914
-27	537
-26	900
-25	671
-24	1528
-23	638
-22	1260
-21	787
-20	2425
-19	962
-18	2239
-17	1159
-16	3751
-15	2302
-14	3513
-13	2072
-12	7464
-11	2759
-10	7693
-9	4175
-8	13488
-7	5443
-6	16099
-5	14808
-4	50125
-3	34344
-2	91199
-1	227925
1	230940
2	89915
3	32626
4	47492
5	13841
6	15479
7	5064
8	13141
9	3887
10	7138
11	2499
12	7043
13	1766
14	3115
15	2134
16	3533
17	1017
18	1995
19	800
20	2313
21	771
22	1055
23	532
24	1407
25	598
26	768
27	446
28	783
29	306
30	641
31	292
32	504
33	227
34	325
35	244
36	399
37	168
38	238
39	139
40	319
41	125
42	192
43	122
44	154
45	112
46	129
47	104
48	170
49	100
50	123
51	63
52	117
53	84
54	97
55	68
56	96
57	49
58	86
59	58
60	2332
