# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.53
-58	0.59
-57	0.60
-56	0.62
-55	0.60
-54	0.60
-53	0.59
-52	0.58
-51	0.58
-50	0.59
-49	0.58
-48	0.60
-47	0.63
-46	0.63
-45	0.57
-44	0.67
-43	0.60
-42	0.62
-41	0.62
-40	0.60
-39	0.65
-38	0.63
-37	0.60
-36	0.63
-35	0.61
-34	0.63
-33	0.62
-32	0.66
-31	0.64
-30	0.64
-29	0.63
-28	0.65
-27	0.62
-26	0.65
-25	0.64
-24	0.64
-23	0.63
-22	0.65
-21	0.63
-20	0.63
-19	0.65
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.65
-13	0.67
-12	0.64
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.58
9	0.62
10	0.57
11	0.60
12	0.57
13	0.60
14	0.56
15	0.58
16	0.57
17	0.61
18	0.57
19	0.62
20	0.57
21	0.63
22	0.57
23	0.63
24	0.59
25	0.60
26	0.58
27	0.64
28	0.59
29	0.63
30	0.59
31	0.62
32	0.58
33	0.61
34	0.58
35	0.60
36	0.61
37	0.59
38	0.62
39	0.62
40	0.60
41	0.66
42	0.64
43	0.64
44	0.62
45	0.62
46	0.61
47	0.57
48	0.60
49	0.60
50	0.58
51	0.64
52	0.62
53	0.65
54	0.67
55	0.57
56	0.67
57	0.69
58	0.61
59	0.67
60	0.62
