# [1]Indel length	[2]Count
-60	2494
-59	44
-58	87
-57	55
-56	99
-55	61
-54	109
-53	59
-52	116
-51	91
-50	149
-49	154
-48	196
-47	111
-46	157
-45	119
-44	185
-43	122
-42	242
-41	134
-40	377
-39	187
-38	305
-37	208
-36	413
-35	249
-34	407
-33	263
-32	652
-31	294
-30	754
-29	383
-28	897
-27	481
-26	867
-25	706
-24	1557
-23	603
-22	1267
-21	763
-20	2397
-19	963
-18	2232
-17	1215
-16	3750
-15	2343
-14	3606
-13	2109
-12	7603
-11	2673
-10	7596
-9	4227
-8	13552
-7	5485
-6	16100
-5	14828
-4	50367
-3	34605
-2	91530
-1	229286
1	232119
2	90238
3	32765
4	47834
5	13728
6	15582
7	4913
8	13182
9	3941
10	7051
11	2412
12	7204
13	1857
14	3171
15	2125
16	3536
17	1044
18	2046
19	857
20	2395
21	751
22	1095
23	567
24	1413
25	606
26	783
27	435
28	813
29	312
30	663
31	296
32	519
33	229
34	337
35	244
36	370
37	182
38	227
39	146
40	297
41	115
42	177
43	108
44	164
45	119
46	126
47	111
48	164
49	103
50	122
51	72
52	117
53	86
54	105
55	64
56	87
57	47
58	87
59	72
60	2394
