# [1]Indel length	[2]Count
-60	2442
-59	55
-58	74
-57	53
-56	104
-55	59
-54	117
-53	71
-52	110
-51	77
-50	149
-49	136
-48	192
-47	106
-46	145
-45	130
-44	205
-43	107
-42	206
-41	142
-40	360
-39	173
-38	274
-37	190
-36	421
-35	235
-34	398
-33	267
-32	617
-31	313
-30	754
-29	387
-28	924
-27	472
-26	848
-25	653
-24	1472
-23	631
-22	1271
-21	805
-20	2402
-19	946
-18	2270
-17	1140
-16	3701
-15	2286
-14	3510
-13	2015
-12	7364
-11	2674
-10	7543
-9	4091
-8	13175
-7	5440
-6	15993
-5	14887
-4	49603
-3	34075
-2	90139
-1	226288
1	228386
2	88599
3	32138
4	47044
5	13777
6	15110
7	4915
8	12869
9	3872
10	6995
11	2365
12	6991
13	1710
14	3058
15	2083
16	3455
17	1004
18	1863
19	812
20	2295
21	748
22	1086
23	575
24	1356
25	590
26	752
27	439
28	759
29	310
30	601
31	281
32	518
33	203
34	358
35	246
36	368
37	177
38	239
39	150
40	262
41	127
42	203
43	111
44	162
45	107
46	136
47	85
48	152
49	108
50	111
51	73
52	112
53	79
54	97
55	74
56	87
57	55
58	73
59	50
60	2104
