# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.57
-58	0.56
-57	0.59
-56	0.59
-55	0.57
-54	0.59
-53	0.65
-52	0.62
-51	0.59
-50	0.61
-49	0.57
-48	0.59
-47	0.58
-46	0.61
-45	0.61
-44	0.65
-43	0.62
-42	0.62
-41	0.66
-40	0.60
-39	0.60
-38	0.65
-37	0.61
-36	0.63
-35	0.62
-34	0.66
-33	0.61
-32	0.66
-31	0.62
-30	0.65
-29	0.63
-28	0.65
-27	0.63
-26	0.64
-25	0.62
-24	0.64
-23	0.64
-22	0.66
-21	0.63
-20	0.64
-19	0.66
-18	0.65
-17	0.67
-16	0.63
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.67
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.65
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.65
4	0.65
5	0.65
6	0.61
7	0.62
8	0.60
9	0.63
10	0.59
11	0.63
12	0.59
13	0.64
14	0.59
15	0.61
16	0.59
17	0.64
18	0.58
19	0.66
20	0.59
21	0.63
22	0.61
23	0.65
24	0.59
25	0.62
26	0.58
27	0.63
28	0.61
29	0.67
30	0.60
31	0.66
32	0.58
33	0.63
34	0.63
35	0.60
36	0.63
37	0.65
38	0.64
39	0.60
40	0.62
41	0.67
42	0.62
43	0.65
44	0.62
45	0.61
46	0.63
47	0.67
48	0.63
49	0.61
50	0.66
51	0.66
52	0.64
53	0.66
54	0.67
55	0.70
56	0.63
57	0.64
58	0.61
59	0.65
60	0.64
