# [1]Indel length	[2]Count
-60	2543
-59	44
-58	86
-57	54
-56	129
-55	63
-54	129
-53	62
-52	124
-51	73
-50	154
-49	154
-48	208
-47	98
-46	158
-45	127
-44	205
-43	111
-42	207
-41	152
-40	393
-39	182
-38	298
-37	208
-36	435
-35	252
-34	418
-33	284
-32	659
-31	314
-30	787
-29	393
-28	945
-27	498
-26	885
-25	675
-24	1501
-23	634
-22	1307
-21	832
-20	2475
-19	944
-18	2296
-17	1151
-16	3865
-15	2297
-14	3659
-13	2057
-12	7736
-11	2766
-10	7691
-9	4301
-8	13533
-7	5505
-6	16373
-5	15034
-4	50356
-3	34781
-2	92202
-1	230071
1	233483
2	91376
3	33167
4	48401
5	14065
6	15888
7	5160
8	13491
9	4180
10	7460
11	2572
12	7328
13	1860
14	3259
15	2233
16	3649
17	1066
18	2114
19	859
20	2512
21	780
22	1140
23	586
24	1451
25	667
26	809
27	475
28	849
29	343
30	708
31	308
32	569
33	254
34	362
35	274
36	367
37	199
38	271
39	174
40	326
41	128
42	202
43	122
44	174
45	114
46	141
47	112
48	186
49	115
50	139
51	89
52	134
53	81
54	125
55	74
56	97
57	59
58	88
59	63
60	2577
