# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.60
-58	0.57
-57	0.61
-56	0.59
-55	0.54
-54	0.61
-53	0.62
-52	0.59
-51	0.57
-50	0.61
-49	0.56
-48	0.63
-47	0.58
-46	0.62
-45	0.62
-44	0.64
-43	0.62
-42	0.60
-41	0.63
-40	0.63
-39	0.61
-38	0.64
-37	0.64
-36	0.64
-35	0.62
-34	0.65
-33	0.64
-32	0.66
-31	0.64
-30	0.64
-29	0.64
-28	0.64
-27	0.62
-26	0.66
-25	0.65
-24	0.64
-23	0.64
-22	0.65
-21	0.63
-20	0.63
-19	0.66
-18	0.65
-17	0.66
-16	0.64
-15	0.65
-14	0.65
-13	0.67
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.59
9	0.61
10	0.58
11	0.61
12	0.58
13	0.63
14	0.57
15	0.60
16	0.58
17	0.62
18	0.57
19	0.64
20	0.58
21	0.61
22	0.58
23	0.61
24	0.59
25	0.61
26	0.59
27	0.65
28	0.59
29	0.63
30	0.60
31	0.62
32	0.62
33	0.65
34	0.60
35	0.60
36	0.62
37	0.65
38	0.66
39	0.61
40	0.61
41	0.65
42	0.63
43	0.62
44	0.59
45	0.62
46	0.67
47	0.64
48	0.60
49	0.69
50	0.63
51	0.62
52	0.69
53	0.62
54	0.63
55	0.59
56	0.61
57	0.65
58	0.66
59	0.69
60	0.63
