# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.63
-58	0.55
-57	0.62
-56	0.65
-55	0.65
-54	0.60
-53	0.57
-52	0.59
-51	0.61
-50	0.63
-49	0.56
-48	0.65
-47	0.62
-46	0.66
-45	0.58
-44	0.64
-43	0.59
-42	0.64
-41	0.63
-40	0.65
-39	0.65
-38	0.63
-37	0.61
-36	0.63
-35	0.60
-34	0.67
-33	0.62
-32	0.66
-31	0.65
-30	0.64
-29	0.65
-28	0.65
-27	0.62
-26	0.65
-25	0.63
-24	0.65
-23	0.64
-22	0.67
-21	0.64
-20	0.63
-19	0.68
-18	0.65
-17	0.67
-16	0.64
-15	0.65
-14	0.66
-13	0.67
-12	0.64
-11	0.67
-10	0.64
-9	0.66
-8	0.63
-7	0.67
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.65
4	0.65
5	0.64
6	0.60
7	0.61
8	0.59
9	0.61
10	0.59
11	0.61
12	0.58
13	0.60
14	0.57
15	0.59
16	0.58
17	0.61
18	0.57
19	0.63
20	0.58
21	0.62
22	0.57
23	0.65
24	0.60
25	0.60
26	0.59
27	0.65
28	0.59
29	0.63
30	0.60
31	0.64
32	0.59
33	0.67
34	0.61
35	0.60
36	0.60
37	0.65
38	0.64
39	0.63
40	0.60
41	0.68
42	0.64
43	0.65
44	0.60
45	0.64
46	0.61
47	0.65
48	0.57
49	0.68
50	0.61
51	0.67
52	0.63
53	0.67
54	0.59
55	0.58
56	0.60
57	0.65
58	0.59
59	0.69
60	0.64
