# [1]Indel length	[2]Count
-60	2366
-59	42
-58	88
-57	66
-56	103
-55	66
-54	120
-53	63
-52	112
-51	75
-50	142
-49	145
-48	212
-47	103
-46	153
-45	125
-44	199
-43	110
-42	211
-41	130
-40	389
-39	174
-38	316
-37	194
-36	432
-35	229
-34	388
-33	268
-32	628
-31	289
-30	769
-29	350
-28	902
-27	487
-26	900
-25	689
-24	1487
-23	644
-22	1256
-21	810
-20	2378
-19	1009
-18	2179
-17	1169
-16	3761
-15	2304
-14	3609
-13	2075
-12	7529
-11	2705
-10	7650
-9	4256
-8	13400
-7	5284
-6	16151
-5	14818
-4	50003
-3	34563
-2	90672
-1	227272
1	229637
2	89068
3	32448
4	47527
5	13701
6	15328
7	4908
8	13072
9	3872
10	7157
11	2435
12	7079
13	1730
14	3184
15	2127
16	3504
17	1018
18	2113
19	792
20	2399
21	794
22	1118
23	545
24	1446
25	584
26	848
27	450
28	857
29	301
30	680
31	288
32	515
33	227
34	346
35	250
36	392
37	192
38	223
39	160
40	320
41	131
42	180
43	114
44	151
45	113
46	127
47	96
48	157
49	107
50	107
51	82
52	116
53	83
54	121
55	60
56	83
57	53
58	69
59	50
60	2402
