# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.59
-58	0.56
-57	0.60
-56	0.64
-55	0.57
-54	0.55
-53	0.60
-52	0.66
-51	0.59
-50	0.57
-49	0.55
-48	0.61
-47	0.63
-46	0.65
-45	0.58
-44	0.61
-43	0.64
-42	0.63
-41	0.61
-40	0.59
-39	0.60
-38	0.65
-37	0.61
-36	0.63
-35	0.59
-34	0.65
-33	0.61
-32	0.67
-31	0.63
-30	0.63
-29	0.65
-28	0.62
-27	0.62
-26	0.65
-25	0.65
-24	0.65
-23	0.62
-22	0.63
-21	0.64
-20	0.62
-19	0.66
-18	0.64
-17	0.65
-16	0.63
-15	0.64
-14	0.64
-13	0.66
-12	0.63
-11	0.65
-10	0.63
-9	0.64
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.57
13	0.60
14	0.56
15	0.58
16	0.57
17	0.62
18	0.57
19	0.60
20	0.57
21	0.60
22	0.55
23	0.61
24	0.58
25	0.60
26	0.58
27	0.64
28	0.57
29	0.60
30	0.57
31	0.63
32	0.59
33	0.59
34	0.60
35	0.59
36	0.59
37	0.64
38	0.59
39	0.64
40	0.56
41	0.67
42	0.61
43	0.62
44	0.59
45	0.61
46	0.62
47	0.61
48	0.59
49	0.63
50	0.64
51	0.67
52	0.65
53	0.67
54	0.61
55	0.59
56	0.61
57	0.70
58	0.65
59	0.76
60	0.64
