# [1]Indel length	[2]Mean VAF
-60	0.55
-59	0.52
-58	0.58
-57	0.65
-56	0.61
-55	0.60
-54	0.54
-53	0.55
-52	0.62
-51	0.58
-50	0.62
-49	0.56
-48	0.61
-47	0.57
-46	0.61
-45	0.58
-44	0.63
-43	0.59
-42	0.62
-41	0.61
-40	0.60
-39	0.62
-38	0.66
-37	0.60
-36	0.63
-35	0.63
-34	0.65
-33	0.61
-32	0.65
-31	0.66
-30	0.62
-29	0.63
-28	0.62
-27	0.61
-26	0.63
-25	0.64
-24	0.64
-23	0.63
-22	0.63
-21	0.64
-20	0.61
-19	0.66
-18	0.63
-17	0.65
-16	0.63
-15	0.63
-14	0.64
-13	0.66
-12	0.62
-11	0.65
-10	0.62
-9	0.65
-8	0.61
-7	0.65
-6	0.62
-5	0.62
-4	0.62
-3	0.63
-2	0.64
-1	0.67
1	0.66
2	0.62
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.57
9	0.61
10	0.57
11	0.61
12	0.57
13	0.61
14	0.57
15	0.58
16	0.57
17	0.61
18	0.56
19	0.63
20	0.57
21	0.62
22	0.58
23	0.61
24	0.57
25	0.60
26	0.59
27	0.63
28	0.57
29	0.61
30	0.58
31	0.65
32	0.58
33	0.61
34	0.60
35	0.59
36	0.60
37	0.64
38	0.63
39	0.62
40	0.60
41	0.68
42	0.62
43	0.60
44	0.57
45	0.62
46	0.59
47	0.60
48	0.60
49	0.66
50	0.62
51	0.68
52	0.63
53	0.61
54	0.63
55	0.65
56	0.60
57	0.63
58	0.67
59	0.71
60	0.65
