# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.60
-57	0.57
-56	0.57
-55	0.56
-54	0.63
-53	0.67
-52	0.61
-51	0.63
-50	0.60
-49	0.54
-48	0.62
-47	0.59
-46	0.60
-45	0.61
-44	0.61
-43	0.58
-42	0.65
-41	0.63
-40	0.63
-39	0.62
-38	0.64
-37	0.63
-36	0.63
-35	0.57
-34	0.65
-33	0.60
-32	0.66
-31	0.64
-30	0.63
-29	0.63
-28	0.64
-27	0.61
-26	0.64
-25	0.64
-24	0.63
-23	0.63
-22	0.65
-21	0.65
-20	0.62
-19	0.67
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.67
-10	0.63
-9	0.66
-8	0.62
-7	0.66
-6	0.63
-5	0.64
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.61
8	0.58
9	0.60
10	0.57
11	0.61
12	0.58
13	0.60
14	0.57
15	0.59
16	0.58
17	0.61
18	0.57
19	0.62
20	0.57
21	0.63
22	0.58
23	0.62
24	0.59
25	0.61
26	0.58
27	0.61
28	0.57
29	0.61
30	0.58
31	0.65
32	0.60
33	0.60
34	0.58
35	0.59
36	0.60
37	0.68
38	0.63
39	0.62
40	0.61
41	0.67
42	0.64
43	0.63
44	0.62
45	0.59
46	0.62
47	0.68
48	0.59
49	0.68
50	0.60
51	0.64
52	0.66
53	0.64
54	0.65
55	0.64
56	0.61
57	0.64
58	0.60
59	0.67
60	0.64
