# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.54
-58	0.56
-57	0.61
-56	0.64
-55	0.63
-54	0.60
-53	0.60
-52	0.65
-51	0.59
-50	0.63
-49	0.61
-48	0.62
-47	0.62
-46	0.69
-45	0.62
-44	0.67
-43	0.63
-42	0.64
-41	0.64
-40	0.65
-39	0.64
-38	0.65
-37	0.63
-36	0.64
-35	0.63
-34	0.67
-33	0.65
-32	0.67
-31	0.67
-30	0.66
-29	0.63
-28	0.66
-27	0.65
-26	0.66
-25	0.64
-24	0.66
-23	0.64
-22	0.68
-21	0.64
-20	0.65
-19	0.66
-18	0.67
-17	0.68
-16	0.66
-15	0.65
-14	0.66
-13	0.68
-12	0.65
-11	0.69
-10	0.65
-9	0.66
-8	0.65
-7	0.67
-6	0.65
-5	0.65
-4	0.65
-3	0.65
-2	0.66
-1	0.69
1	0.68
2	0.65
3	0.66
4	0.66
5	0.66
6	0.61
7	0.64
8	0.61
9	0.64
10	0.61
11	0.66
12	0.61
13	0.65
14	0.60
15	0.62
16	0.61
17	0.67
18	0.60
19	0.66
20	0.59
21	0.65
22	0.62
23	0.66
24	0.62
25	0.60
26	0.63
27	0.65
28	0.61
29	0.67
30	0.62
31	0.68
32	0.62
33	0.64
34	0.60
35	0.60
36	0.65
37	0.66
38	0.63
39	0.66
40	0.68
41	0.67
42	0.68
43	0.68
44	0.67
45	0.59
46	0.64
47	0.66
48	0.66
49	0.68
50	0.67
51	0.67
52	0.71
53	0.66
54	0.69
55	0.71
56	0.68
57	0.73
58	0.65
59	0.71
60	0.66
