# [1]Indel length	[2]Count
-60	2520
-59	46
-58	90
-57	64
-56	119
-55	60
-54	114
-53	78
-52	123
-51	78
-50	180
-49	159
-48	208
-47	110
-46	167
-45	130
-44	248
-43	124
-42	208
-41	149
-40	397
-39	167
-38	320
-37	203
-36	460
-35	249
-34	396
-33	274
-32	679
-31	311
-30	809
-29	380
-28	890
-27	529
-26	968
-25	676
-24	1550
-23	671
-22	1293
-21	832
-20	2496
-19	1007
-18	2338
-17	1248
-16	3894
-15	2499
-14	3761
-13	2168
-12	7817
-11	2891
-10	7987
-9	4403
-8	13727
-7	5597
-6	16603
-5	15469
-4	51671
-3	36029
-2	94251
-1	235418
1	238406
2	93308
3	34129
4	49371
5	14198
6	16169
7	5257
8	13696
9	4192
10	7517
11	2647
12	7562
13	1901
14	3488
15	2253
16	3737
17	1118
18	2130
19	863
20	2569
21	804
22	1219
23	619
24	1481
25	666
26	847
27	462
28	859
29	349
30	721
31	309
32	544
33	260
34	377
35	270
36	384
37	196
38	260
39	161
40	348
41	135
42	197
43	126
44	164
45	129
46	162
47	118
48	203
49	119
50	143
51	91
52	137
53	96
54	138
55	88
56	109
57	69
58	93
59	73
60	2877
