# [1]Indel length	[2]Count
-60	2465
-59	45
-58	92
-57	52
-56	112
-55	62
-54	103
-53	73
-52	118
-51	82
-50	162
-49	151
-48	199
-47	104
-46	141
-45	132
-44	197
-43	116
-42	212
-41	136
-40	400
-39	188
-38	312
-37	196
-36	404
-35	230
-34	381
-33	248
-32	603
-31	299
-30	735
-29	399
-28	843
-27	508
-26	897
-25	687
-24	1399
-23	644
-22	1206
-21	767
-20	2452
-19	958
-18	2135
-17	1185
-16	3763
-15	2365
-14	3529
-13	2041
-12	7531
-11	2644
-10	7668
-9	4145
-8	12922
-7	5318
-6	15977
-5	14880
-4	49970
-3	34396
-2	90157
-1	226226
1	229196
2	89087
3	32464
4	47127
5	13628
6	15250
7	4975
8	12917
9	3864
10	7083
11	2432
12	6928
13	1720
14	3078
15	2073
16	3367
17	1033
18	1914
19	829
20	2241
21	745
22	1001
23	555
24	1331
25	597
26	750
27	452
28	782
29	294
30	595
31	267
32	541
33	218
34	330
35	230
36	351
37	174
38	215
39	147
40	309
41	125
42	181
43	120
44	160
45	134
46	127
47	94
48	151
49	102
50	116
51	79
52	113
53	75
54	111
55	71
56	84
57	49
58	67
59	63
60	2184
