# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.60
-58	0.54
-57	0.66
-56	0.58
-55	0.58
-54	0.66
-53	0.55
-52	0.62
-51	0.59
-50	0.63
-49	0.53
-48	0.62
-47	0.60
-46	0.58
-45	0.61
-44	0.61
-43	0.62
-42	0.65
-41	0.56
-40	0.61
-39	0.60
-38	0.64
-37	0.63
-36	0.62
-35	0.60
-34	0.64
-33	0.64
-32	0.67
-31	0.64
-30	0.65
-29	0.62
-28	0.65
-27	0.66
-26	0.66
-25	0.64
-24	0.65
-23	0.63
-22	0.66
-21	0.64
-20	0.63
-19	0.65
-18	0.66
-17	0.66
-16	0.64
-15	0.63
-14	0.66
-13	0.67
-12	0.64
-11	0.67
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.60
8	0.59
9	0.60
10	0.57
11	0.60
12	0.58
13	0.60
14	0.57
15	0.60
16	0.57
17	0.61
18	0.58
19	0.63
20	0.56
21	0.62
22	0.57
23	0.62
24	0.60
25	0.61
26	0.57
27	0.61
28	0.60
29	0.63
30	0.58
31	0.64
32	0.59
33	0.64
34	0.61
35	0.61
36	0.60
37	0.66
38	0.62
39	0.63
40	0.63
41	0.63
42	0.62
43	0.62
44	0.60
45	0.58
46	0.61
47	0.64
48	0.61
49	0.57
50	0.60
51	0.63
52	0.64
53	0.61
54	0.61
55	0.61
56	0.68
57	0.69
58	0.61
59	0.66
60	0.64
