# [1]Indel length	[2]Count
-60	2432
-59	53
-58	74
-57	48
-56	99
-55	59
-54	106
-53	70
-52	109
-51	82
-50	150
-49	135
-48	211
-47	100
-46	156
-45	122
-44	194
-43	105
-42	224
-41	126
-40	358
-39	160
-38	269
-37	205
-36	447
-35	241
-34	394
-33	265
-32	611
-31	297
-30	718
-29	363
-28	909
-27	460
-26	879
-25	695
-24	1505
-23	626
-22	1218
-21	783
-20	2416
-19	927
-18	2186
-17	1186
-16	3614
-15	2360
-14	3525
-13	2024
-12	7557
-11	2675
-10	7534
-9	4055
-8	13120
-7	5352
-6	15988
-5	14898
-4	49733
-3	34353
-2	90095
-1	226002
1	229170
2	89174
3	32277
4	47368
5	13705
6	15381
7	4991
8	13006
9	3883
10	7008
11	2464
12	7160
13	1772
14	3077
15	2121
16	3530
17	1048
18	1981
19	829
20	2325
21	769
22	1119
23	571
24	1407
25	595
26	748
27	399
28	796
29	313
30	636
31	307
32	551
33	240
34	313
35	255
36	358
37	169
38	215
39	167
40	288
41	121
42	189
43	116
44	154
45	105
46	135
47	93
48	151
49	85
50	123
51	71
52	133
53	75
54	108
55	78
56	90
57	49
58	61
59	52
60	2277
