# [1]Indel length	[2]Count
-60	2488
-59	44
-58	98
-57	57
-56	111
-55	60
-54	110
-53	63
-52	130
-51	82
-50	147
-49	156
-48	188
-47	115
-46	176
-45	139
-44	216
-43	122
-42	228
-41	142
-40	390
-39	176
-38	298
-37	208
-36	461
-35	256
-34	390
-33	277
-32	626
-31	337
-30	732
-29	369
-28	944
-27	469
-26	907
-25	714
-24	1523
-23	612
-22	1328
-21	807
-20	2569
-19	997
-18	2241
-17	1186
-16	3807
-15	2416
-14	3676
-13	2095
-12	7534
-11	2790
-10	7881
-9	4375
-8	13621
-7	5651
-6	16454
-5	15138
-4	50971
-3	35501
-2	93105
-1	232760
1	235864
2	91615
3	32879
4	48318
5	14152
6	15509
7	5049
8	13276
9	4011
10	7270
11	2444
12	7153
13	1804
14	3185
15	2166
16	3487
17	1016
18	2003
19	825
20	2430
21	746
22	1094
23	572
24	1438
25	612
26	770
27	408
28	839
29	313
30	677
31	278
32	526
33	239
34	312
35	250
36	387
37	206
38	222
39	150
40	313
41	119
42	213
43	124
44	181
45	117
46	145
47	101
48	150
49	120
50	152
51	77
52	128
53	86
54	118
55	80
56	99
57	68
58	80
59	64
60	2493
