# [1]Indel length	[2]Count
-60	2609
-59	47
-58	83
-57	57
-56	121
-55	52
-54	118
-53	64
-52	131
-51	79
-50	168
-49	151
-48	221
-47	114
-46	146
-45	118
-44	208
-43	116
-42	231
-41	152
-40	370
-39	173
-38	311
-37	213
-36	449
-35	257
-34	419
-33	264
-32	653
-31	339
-30	756
-29	378
-28	1001
-27	523
-26	899
-25	677
-24	1544
-23	621
-22	1299
-21	823
-20	2497
-19	993
-18	2249
-17	1204
-16	3868
-15	2373
-14	3756
-13	2146
-12	7802
-11	2841
-10	7858
-9	4375
-8	13777
-7	5641
-6	16504
-5	15330
-4	51343
-3	35437
-2	93248
-1	233859
1	237008
2	92979
3	33778
4	48872
5	14217
6	16072
7	5374
8	13485
9	4165
10	7556
11	2558
12	7624
13	1874
14	3446
15	2217
16	3742
17	1119
18	2207
19	878
20	2557
21	852
22	1247
23	619
24	1546
25	658
26	854
27	495
28	946
29	373
30	707
31	353
32	582
33	254
34	391
35	269
36	398
37	202
38	266
39	164
40	334
41	149
42	230
43	128
44	172
45	120
46	161
47	115
48	183
49	118
50	130
51	91
52	137
53	82
54	103
55	89
56	103
57	65
58	95
59	68
60	2781
