# [1]Indel length	[2]Count
-60	2637
-59	53
-58	91
-57	57
-56	127
-55	61
-54	134
-53	74
-52	116
-51	84
-50	183
-49	143
-48	210
-47	111
-46	169
-45	127
-44	204
-43	128
-42	231
-41	131
-40	404
-39	181
-38	312
-37	211
-36	442
-35	284
-34	422
-33	281
-32	677
-31	335
-30	769
-29	404
-28	906
-27	538
-26	941
-25	711
-24	1549
-23	694
-22	1321
-21	835
-20	2596
-19	1020
-18	2350
-17	1236
-16	3921
-15	2470
-14	3724
-13	2184
-12	7783
-11	2864
-10	7972
-9	4482
-8	13797
-7	5707
-6	16602
-5	15523
-4	51770
-3	35960
-2	94762
-1	236385
1	239999
2	93782
3	33856
4	49639
5	14684
6	16455
7	5330
8	13875
9	4199
10	7726
11	2683
12	7651
13	1956
14	3396
15	2304
16	3789
17	1075
18	2221
19	945
20	2521
21	801
22	1214
23	605
24	1502
25	687
26	807
27	490
28	895
29	343
30	753
31	335
32	568
33	240
34	385
35	277
36	416
37	188
38	244
39	158
40	343
41	129
42	200
43	121
44	181
45	142
46	148
47	105
48	166
49	121
50	148
51	73
52	138
53	83
54	112
55	70
56	87
57	64
58	85
59	62
60	2672
