# [1]Indel length	[2]Count
-60	2571
-59	51
-58	85
-57	64
-56	124
-55	66
-54	116
-53	88
-52	126
-51	91
-50	194
-49	172
-48	197
-47	112
-46	175
-45	148
-44	221
-43	120
-42	240
-41	158
-40	400
-39	208
-38	310
-37	216
-36	451
-35	289
-34	432
-33	278
-32	691
-31	313
-30	767
-29	409
-28	976
-27	559
-26	942
-25	744
-24	1608
-23	660
-22	1390
-21	863
-20	2709
-19	1039
-18	2322
-17	1290
-16	4061
-15	2660
-14	3776
-13	2234
-12	8208
-11	2880
-10	8318
-9	4597
-8	14191
-7	5909
-6	17192
-5	16163
-4	53231
-3	37242
-2	97194
-1	242947
1	247012
2	96688
3	35305
4	50684
5	14999
6	16720
7	5527
8	14055
9	4424
10	7893
11	2711
12	7680
13	2020
14	3543
15	2386
16	3781
17	1183
18	2252
19	922
20	2606
21	865
22	1271
23	623
24	1554
25	743
26	870
27	515
28	872
29	370
30	745
31	342
32	623
33	266
34	398
35	313
36	449
37	201
38	263
39	172
40	357
41	131
42	212
43	144
44	184
45	138
46	148
47	111
48	210
49	129
50	151
51	93
52	146
53	85
54	120
55	79
56	115
57	77
58	105
59	73
60	2889
