# [1]Indel length	[2]Count
-60	2447
-59	47
-58	87
-57	66
-56	103
-55	54
-54	120
-53	59
-52	125
-51	78
-50	170
-49	171
-48	218
-47	108
-46	162
-45	129
-44	217
-43	129
-42	231
-41	145
-40	395
-39	168
-38	295
-37	211
-36	427
-35	242
-34	426
-33	282
-32	639
-31	340
-30	802
-29	373
-28	912
-27	485
-26	915
-25	703
-24	1546
-23	640
-22	1248
-21	804
-20	2558
-19	1064
-18	2304
-17	1188
-16	3748
-15	2480
-14	3674
-13	2118
-12	7676
-11	2832
-10	7889
-9	4316
-8	13577
-7	5643
-6	16381
-5	15261
-4	50846
-3	35114
-2	92855
-1	231308
1	236324
2	91929
3	33687
4	48681
5	14283
6	16119
7	5297
8	13567
9	4160
10	7545
11	2697
12	7444
13	1979
14	3370
15	2309
16	3798
17	1087
18	2214
19	870
20	2530
21	814
22	1240
23	618
24	1539
25	640
26	896
27	473
28	933
29	357
30	735
31	339
32	606
33	273
34	398
35	268
36	449
37	193
38	278
39	174
40	381
41	135
42	235
43	131
44	170
45	141
46	143
47	104
48	198
49	130
50	132
51	88
52	135
53	73
54	125
55	76
56	100
57	77
58	104
59	66
60	2859
