# [1]Indel length	[2]Count
-60	2520
-59	48
-58	81
-57	49
-56	113
-55	71
-54	118
-53	68
-52	138
-51	83
-50	168
-49	160
-48	206
-47	109
-46	162
-45	139
-44	215
-43	110
-42	214
-41	160
-40	383
-39	164
-38	316
-37	207
-36	455
-35	237
-34	424
-33	271
-32	638
-31	345
-30	758
-29	385
-28	916
-27	499
-26	932
-25	674
-24	1501
-23	646
-22	1293
-21	804
-20	2501
-19	1004
-18	2314
-17	1190
-16	3814
-15	2404
-14	3684
-13	2130
-12	7743
-11	2854
-10	7812
-9	4429
-8	13670
-7	5563
-6	16609
-5	15149
-4	51226
-3	35522
-2	93952
-1	232847
1	236389
2	92949
3	33772
4	49168
5	14294
6	16122
7	5311
8	13642
9	4176
10	7462
11	2678
12	7512
13	1866
14	3362
15	2281
16	3672
17	1084
18	2132
19	906
20	2481
21	783
22	1181
23	610
24	1541
25	606
26	840
27	461
28	881
29	318
30	756
31	303
32	580
33	256
34	363
35	269
36	382
37	207
38	242
39	166
40	341
41	125
42	218
43	143
44	166
45	123
46	155
47	108
48	173
49	125
50	152
51	96
52	136
53	87
54	135
55	74
56	94
57	69
58	95
59	62
60	2709
