# [1]Indel length	[2]Count
-60	2482
-59	44
-58	84
-57	67
-56	107
-55	64
-54	104
-53	80
-52	123
-51	81
-50	161
-49	153
-48	214
-47	116
-46	147
-45	125
-44	204
-43	131
-42	221
-41	142
-40	362
-39	174
-38	313
-37	224
-36	420
-35	254
-34	435
-33	265
-32	639
-31	323
-30	771
-29	372
-28	977
-27	487
-26	916
-25	698
-24	1490
-23	630
-22	1322
-21	809
-20	2468
-19	977
-18	2229
-17	1227
-16	3871
-15	2443
-14	3609
-13	2044
-12	7584
-11	2774
-10	7774
-9	4305
-8	13453
-7	5529
-6	16181
-5	15303
-4	50355
-3	35000
-2	92086
-1	229577
1	233227
2	91594
3	33215
4	48378
5	14314
6	15861
7	5317
8	13538
9	4181
10	7414
11	2615
12	7376
13	1953
14	3355
15	2247
16	3701
17	1157
18	2130
19	895
20	2516
21	855
22	1164
23	606
24	1498
25	614
26	861
27	485
28	869
29	327
30	744
31	304
32	572
33	262
34	381
35	298
36	431
37	202
38	243
39	164
40	358
41	136
42	205
43	109
44	178
45	143
46	141
47	110
48	183
49	106
50	150
51	84
52	148
53	75
54	130
55	78
56	96
57	67
58	75
59	69
60	2729
