# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.56
-57	0.59
-56	0.65
-55	0.64
-54	0.62
-53	0.55
-52	0.63
-51	0.54
-50	0.61
-49	0.55
-48	0.62
-47	0.61
-46	0.62
-45	0.57
-44	0.64
-43	0.59
-42	0.58
-41	0.61
-40	0.61
-39	0.57
-38	0.63
-37	0.61
-36	0.62
-35	0.60
-34	0.65
-33	0.60
-32	0.64
-31	0.63
-30	0.63
-29	0.64
-28	0.63
-27	0.61
-26	0.64
-25	0.64
-24	0.65
-23	0.64
-22	0.65
-21	0.61
-20	0.63
-19	0.65
-18	0.64
-17	0.66
-16	0.62
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.64
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.65
4	0.64
5	0.63
6	0.60
7	0.61
8	0.59
9	0.61
10	0.58
11	0.61
12	0.58
13	0.60
14	0.57
15	0.59
16	0.57
17	0.62
18	0.58
19	0.63
20	0.57
21	0.60
22	0.59
23	0.60
24	0.58
25	0.60
26	0.58
27	0.62
28	0.59
29	0.61
30	0.58
31	0.64
32	0.58
33	0.63
34	0.58
35	0.63
36	0.60
37	0.63
38	0.60
39	0.63
40	0.59
41	0.69
42	0.62
43	0.68
44	0.60
45	0.60
46	0.60
47	0.63
48	0.61
49	0.63
50	0.61
51	0.67
52	0.65
53	0.66
54	0.61
55	0.65
56	0.62
57	0.62
58	0.66
59	0.63
60	0.65
