# [1]Indel length	[2]Count
-60	2510
-59	51
-58	81
-57	59
-56	112
-55	62
-54	106
-53	67
-52	126
-51	88
-50	182
-49	170
-48	200
-47	114
-46	154
-45	119
-44	208
-43	125
-42	207
-41	139
-40	378
-39	197
-38	314
-37	218
-36	463
-35	257
-34	416
-33	269
-32	645
-31	312
-30	759
-29	400
-28	935
-27	516
-26	940
-25	720
-24	1586
-23	644
-22	1252
-21	800
-20	2567
-19	977
-18	2267
-17	1210
-16	3874
-15	2384
-14	3630
-13	2099
-12	7646
-11	2779
-10	7865
-9	4286
-8	13543
-7	5562
-6	16349
-5	15363
-4	50619
-3	35069
-2	92482
-1	230961
1	234895
2	91291
3	33473
4	48438
5	14281
6	16006
7	5168
8	13480
9	4118
10	7553
11	2528
12	7217
13	1873
14	3320
15	2198
16	3699
17	1085
18	2137
19	946
20	2423
21	855
22	1235
23	605
24	1465
25	654
26	822
27	479
28	877
29	342
30	724
31	325
32	596
33	235
34	389
35	254
36	427
37	192
38	253
39	179
40	342
41	142
42	239
43	148
44	190
45	135
46	138
47	103
48	189
49	130
50	155
51	78
52	135
53	82
54	126
55	91
56	93
57	76
58	90
59	53
60	2934
