# [1]Indel length	[2]Count
-60	2355
-59	39
-58	72
-57	45
-56	97
-55	61
-54	111
-53	63
-52	98
-51	84
-50	143
-49	129
-48	187
-47	95
-46	151
-45	123
-44	175
-43	119
-42	206
-41	136
-40	366
-39	162
-38	278
-37	208
-36	427
-35	238
-34	389
-33	239
-32	624
-31	286
-30	756
-29	356
-28	907
-27	460
-26	864
-25	648
-24	1383
-23	621
-22	1195
-21	770
-20	2366
-19	905
-18	2144
-17	1120
-16	3547
-15	2174
-14	3426
-13	1969
-12	7338
-11	2657
-10	7443
-9	4070
-8	12967
-7	5304
-6	15584
-5	14553
-4	48845
-3	33424
-2	88475
-1	222458
1	223769
2	86400
3	31334
4	46389
5	13246
6	14765
7	4639
8	12587
9	3695
10	6803
11	2280
12	6749
13	1567
14	2915
15	1980
16	3318
17	958
18	1859
19	778
20	2176
21	704
22	1026
23	527
24	1310
25	561
26	706
27	408
28	752
29	289
30	611
31	257
32	480
33	210
34	302
35	231
36	324
37	180
38	194
39	143
40	269
41	121
42	178
43	120
44	145
45	107
46	112
47	79
48	160
49	83
50	107
51	64
52	102
53	71
54	100
55	63
56	70
57	57
58	72
59	42
60	2055
