# [1]Indel length	[2]Count
-60	2579
-59	48
-58	98
-57	60
-56	114
-55	64
-54	109
-53	71
-52	128
-51	83
-50	159
-49	170
-48	189
-47	103
-46	157
-45	128
-44	224
-43	115
-42	214
-41	159
-40	377
-39	189
-38	315
-37	197
-36	432
-35	287
-34	415
-33	281
-32	656
-31	319
-30	777
-29	377
-28	934
-27	495
-26	913
-25	674
-24	1530
-23	640
-22	1303
-21	822
-20	2484
-19	982
-18	2191
-17	1250
-16	3786
-15	2377
-14	3659
-13	2112
-12	7702
-11	2800
-10	7722
-9	4317
-8	13576
-7	5462
-6	16216
-5	15269
-4	50524
-3	35382
-2	92425
-1	231128
1	235397
2	91673
3	33227
4	48283
5	14257
6	15825
7	5207
8	13336
9	4120
10	7358
11	2603
12	7365
13	1885
14	3376
15	2177
16	3618
17	1094
18	2115
19	858
20	2520
21	837
22	1177
23	610
24	1479
25	654
26	833
27	504
28	922
29	372
30	736
31	300
32	570
33	261
34	368
35	273
36	420
37	205
38	266
39	180
40	330
41	151
42	211
43	136
44	188
45	137
46	133
47	109
48	191
49	128
50	134
51	99
52	143
53	67
54	116
55	79
56	105
57	59
58	94
59	52
60	2735
