# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.61
-58	0.53
-57	0.57
-56	0.61
-55	0.55
-54	0.66
-53	0.62
-52	0.55
-51	0.55
-50	0.58
-49	0.57
-48	0.58
-47	0.58
-46	0.61
-45	0.60
-44	0.61
-43	0.59
-42	0.63
-41	0.62
-40	0.62
-39	0.60
-38	0.63
-37	0.62
-36	0.64
-35	0.58
-34	0.65
-33	0.58
-32	0.64
-31	0.63
-30	0.64
-29	0.65
-28	0.63
-27	0.62
-26	0.63
-25	0.61
-24	0.64
-23	0.62
-22	0.65
-21	0.64
-20	0.62
-19	0.65
-18	0.63
-17	0.64
-16	0.62
-15	0.63
-14	0.65
-13	0.65
-12	0.63
-11	0.65
-10	0.62
-9	0.64
-8	0.62
-7	0.64
-6	0.62
-5	0.63
-4	0.63
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.63
5	0.62
6	0.59
7	0.61
8	0.58
9	0.60
10	0.58
11	0.61
12	0.58
13	0.61
14	0.58
15	0.59
16	0.58
17	0.62
18	0.58
19	0.63
20	0.57
21	0.63
22	0.59
23	0.61
24	0.60
25	0.60
26	0.60
27	0.62
28	0.60
29	0.63
30	0.59
31	0.62
32	0.60
33	0.63
34	0.63
35	0.62
36	0.59
37	0.67
38	0.65
39	0.65
40	0.61
41	0.62
42	0.62
43	0.63
44	0.66
45	0.62
46	0.57
47	0.61
48	0.65
49	0.67
50	0.57
51	0.66
52	0.66
53	0.68
54	0.62
55	0.61
56	0.63
57	0.70
58	0.64
59	0.66
60	0.65
