# [1]Indel length	[2]Count
-60	2369
-59	41
-58	76
-57	53
-56	107
-55	44
-54	105
-53	49
-52	111
-51	66
-50	146
-49	136
-48	162
-47	83
-46	145
-45	116
-44	187
-43	104
-42	206
-41	131
-40	353
-39	178
-38	270
-37	177
-36	364
-35	224
-34	393
-33	230
-32	591
-31	289
-30	692
-29	329
-28	811
-27	441
-26	826
-25	631
-24	1335
-23	594
-22	1190
-21	724
-20	2303
-19	871
-18	2035
-17	1095
-16	3469
-15	2210
-14	3302
-13	1936
-12	7069
-11	2602
-10	7267
-9	3901
-8	12465
-7	5066
-6	15067
-5	14312
-4	47515
-3	32756
-2	86486
-1	217954
1	219527
2	84038
3	30526
4	44630
5	12944
6	14384
7	4493
8	12032
9	3552
10	6360
11	2143
12	6437
13	1563
14	2729
15	1947
16	3136
17	908
18	1685
19	728
20	2089
21	674
22	922
23	493
24	1214
25	559
26	628
27	396
28	684
29	253
30	546
31	237
32	419
33	184
34	281
35	213
36	285
37	145
38	190
39	139
40	255
41	101
42	141
43	99
44	117
45	95
46	102
47	85
48	136
49	79
50	89
51	57
52	83
53	61
54	75
55	51
56	86
57	47
58	53
59	43
60	1716
