# [1]Indel length	[2]Count
-60	2393
-59	52
-58	75
-57	60
-56	121
-55	63
-54	97
-53	65
-52	133
-51	73
-50	151
-49	157
-48	195
-47	102
-46	146
-45	125
-44	190
-43	104
-42	236
-41	126
-40	368
-39	176
-38	293
-37	207
-36	419
-35	253
-34	395
-33	256
-32	633
-31	300
-30	740
-29	376
-28	951
-27	490
-26	911
-25	656
-24	1476
-23	611
-22	1278
-21	806
-20	2438
-19	960
-18	2277
-17	1137
-16	3732
-15	2277
-14	3522
-13	2077
-12	7560
-11	2792
-10	7583
-9	4328
-8	13299
-7	5324
-6	16071
-5	14858
-4	50189
-3	34574
-2	91181
-1	227473
1	230805
2	89903
3	32242
4	47964
5	13763
6	15489
7	4974
8	13108
9	3986
10	7185
11	2480
12	7202
13	1786
14	3120
15	2147
16	3534
17	1055
18	2060
19	805
20	2374
21	736
22	1064
23	604
24	1426
25	632
26	748
27	426
28	819
29	339
30	671
31	297
32	553
33	229
34	340
35	248
36	366
37	197
38	221
39	151
40	330
41	121
42	181
43	105
44	157
45	106
46	150
47	99
48	165
49	109
50	130
51	68
52	127
53	83
54	118
55	80
56	82
57	57
58	82
59	60
60	2433
