# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.55
-58	0.51
-57	0.60
-56	0.60
-55	0.57
-54	0.59
-53	0.57
-52	0.59
-51	0.55
-50	0.59
-49	0.57
-48	0.60
-47	0.59
-46	0.59
-45	0.59
-44	0.61
-43	0.58
-42	0.63
-41	0.61
-40	0.61
-39	0.60
-38	0.62
-37	0.54
-36	0.62
-35	0.62
-34	0.66
-33	0.63
-32	0.65
-31	0.63
-30	0.61
-29	0.63
-28	0.64
-27	0.63
-26	0.62
-25	0.64
-24	0.64
-23	0.62
-22	0.64
-21	0.64
-20	0.63
-19	0.65
-18	0.62
-17	0.65
-16	0.62
-15	0.63
-14	0.64
-13	0.66
-12	0.62
-11	0.65
-10	0.62
-9	0.63
-8	0.62
-7	0.64
-6	0.62
-5	0.62
-4	0.62
-3	0.62
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.62
4	0.63
5	0.61
6	0.58
7	0.57
8	0.57
9	0.58
10	0.57
11	0.58
12	0.57
13	0.59
14	0.56
15	0.59
16	0.56
17	0.59
18	0.55
19	0.62
20	0.57
21	0.60
22	0.56
23	0.58
24	0.58
25	0.61
26	0.58
27	0.62
28	0.57
29	0.59
30	0.58
31	0.62
32	0.56
33	0.61
34	0.55
35	0.60
36	0.59
37	0.64
38	0.61
39	0.59
40	0.60
41	0.63
42	0.61
43	0.61
44	0.59
45	0.60
46	0.58
47	0.58
48	0.61
49	0.63
50	0.58
51	0.64
52	0.61
53	0.66
54	0.65
55	0.60
56	0.64
57	0.65
58	0.65
59	0.65
60	0.63
