# [1]Indel length	[2]Count
-60	2425
-59	41
-58	63
-57	62
-56	107
-55	65
-54	100
-53	67
-52	101
-51	78
-50	161
-49	132
-48	192
-47	94
-46	147
-45	127
-44	213
-43	117
-42	216
-41	139
-40	384
-39	192
-38	298
-37	193
-36	415
-35	226
-34	398
-33	275
-32	619
-31	304
-30	729
-29	363
-28	890
-27	494
-26	930
-25	688
-24	1534
-23	621
-22	1269
-21	803
-20	2449
-19	980
-18	2181
-17	1198
-16	3714
-15	2339
-14	3613
-13	2087
-12	7667
-11	2676
-10	7762
-9	4366
-8	13513
-7	5519
-6	16101
-5	15352
-4	50288
-3	35096
-2	91530
-1	230625
1	232971
2	90299
3	32801
4	47828
5	13969
6	15501
7	5026
8	13209
9	3921
10	7192
11	2500
12	7053
13	1734
14	3241
15	2158
16	3488
17	1047
18	1967
19	840
20	2302
21	757
22	1130
23	577
24	1353
25	647
26	730
27	456
28	804
29	303
30	631
31	272
32	529
33	243
34	339
35	276
36	371
37	189
38	236
39	166
40	318
41	120
42	181
43	106
44	170
45	117
46	128
47	98
48	163
49	108
50	128
51	71
52	113
53	79
54	100
55	69
56	96
57	72
58	77
59	64
60	2399
