# [1]Indel length	[2]Count
-60	2397
-59	38
-58	78
-57	53
-56	126
-55	65
-54	126
-53	72
-52	149
-51	88
-50	180
-49	163
-48	206
-47	106
-46	164
-45	119
-44	216
-43	118
-42	232
-41	148
-40	409
-39	182
-38	275
-37	208
-36	440
-35	248
-34	391
-33	288
-32	628
-31	337
-30	785
-29	395
-28	939
-27	516
-26	920
-25	715
-24	1526
-23	664
-22	1310
-21	788
-20	2538
-19	1009
-18	2255
-17	1216
-16	3744
-15	2387
-14	3579
-13	2036
-12	7668
-11	2792
-10	7663
-9	4328
-8	13405
-7	5424
-6	16343
-5	15126
-4	50418
-3	35229
-2	91844
-1	229339
1	234208
2	91235
3	33274
4	48011
5	14110
6	15834
7	5278
8	13506
9	4204
10	7383
11	2719
12	7399
13	1962
14	3305
15	2191
16	3732
17	1122
18	2077
19	898
20	2487
21	850
22	1184
23	631
24	1504
25	648
26	810
27	473
28	859
29	339
30	701
31	318
32	601
33	217
34	384
35	309
36	440
37	205
38	259
39	177
40	328
41	119
42	213
43	128
44	184
45	141
46	145
47	105
48	199
49	113
50	148
51	96
52	125
53	75
54	129
55	94
56	98
57	57
58	83
59	55
60	2906
