# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.52
-58	0.62
-57	0.63
-56	0.57
-55	0.55
-54	0.67
-53	0.58
-52	0.60
-51	0.56
-50	0.65
-49	0.55
-48	0.59
-47	0.59
-46	0.62
-45	0.55
-44	0.62
-43	0.63
-42	0.62
-41	0.62
-40	0.60
-39	0.58
-38	0.65
-37	0.62
-36	0.67
-35	0.59
-34	0.64
-33	0.64
-32	0.65
-31	0.66
-30	0.64
-29	0.64
-28	0.64
-27	0.61
-26	0.65
-25	0.63
-24	0.65
-23	0.63
-22	0.64
-21	0.62
-20	0.63
-19	0.65
-18	0.64
-17	0.66
-16	0.62
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.67
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.64
3	0.64
4	0.64
5	0.63
6	0.60
7	0.61
8	0.58
9	0.61
10	0.57
11	0.60
12	0.58
13	0.59
14	0.58
15	0.59
16	0.57
17	0.62
18	0.57
19	0.61
20	0.58
21	0.61
22	0.58
23	0.62
24	0.59
25	0.63
26	0.58
27	0.64
28	0.57
29	0.64
30	0.59
31	0.64
32	0.58
33	0.64
34	0.59
35	0.60
36	0.60
37	0.62
38	0.58
39	0.62
40	0.60
41	0.72
42	0.64
43	0.62
44	0.60
45	0.59
46	0.62
47	0.68
48	0.59
49	0.58
50	0.65
51	0.63
52	0.67
53	0.63
54	0.62
55	0.59
56	0.65
57	0.69
58	0.64
59	0.64
60	0.64
