# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.49
-58	0.54
-57	0.57
-56	0.61
-55	0.67
-54	0.58
-53	0.58
-52	0.59
-51	0.55
-50	0.58
-49	0.55
-48	0.57
-47	0.56
-46	0.63
-45	0.55
-44	0.62
-43	0.60
-42	0.62
-41	0.57
-40	0.61
-39	0.60
-38	0.65
-37	0.59
-36	0.61
-35	0.62
-34	0.65
-33	0.60
-32	0.65
-31	0.65
-30	0.64
-29	0.64
-28	0.64
-27	0.62
-26	0.64
-25	0.63
-24	0.64
-23	0.63
-22	0.64
-21	0.63
-20	0.63
-19	0.67
-18	0.64
-17	0.66
-16	0.63
-15	0.62
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.64
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.61
12	0.57
13	0.60
14	0.57
15	0.59
16	0.56
17	0.61
18	0.57
19	0.62
20	0.57
21	0.63
22	0.56
23	0.62
24	0.59
25	0.59
26	0.57
27	0.63
28	0.58
29	0.62
30	0.57
31	0.64
32	0.57
33	0.63
34	0.60
35	0.62
36	0.59
37	0.63
38	0.61
39	0.60
40	0.59
41	0.63
42	0.63
43	0.64
44	0.60
45	0.60
46	0.64
47	0.63
48	0.62
49	0.62
50	0.63
51	0.65
52	0.60
53	0.70
54	0.63
55	0.60
56	0.64
57	0.62
58	0.61
59	0.63
60	0.64
