# [1]Indel length	[2]Count
-60	2506
-59	37
-58	85
-57	47
-56	114
-55	60
-54	119
-53	68
-52	126
-51	67
-50	166
-49	158
-48	207
-47	110
-46	158
-45	133
-44	204
-43	114
-42	242
-41	160
-40	388
-39	192
-38	300
-37	206
-36	443
-35	234
-34	425
-33	273
-32	643
-31	304
-30	765
-29	404
-28	935
-27	458
-26	905
-25	675
-24	1514
-23	622
-22	1240
-21	834
-20	2535
-19	1000
-18	2233
-17	1203
-16	3792
-15	2468
-14	3589
-13	2079
-12	7645
-11	2739
-10	7757
-9	4335
-8	13417
-7	5444
-6	16086
-5	15175
-4	50610
-3	35115
-2	92013
-1	230005
1	234783
2	91189
3	33341
4	48439
5	14137
6	15880
7	5223
8	13512
9	4176
10	7449
11	2581
12	7286
13	1852
14	3399
15	2211
16	3708
17	1067
18	2119
19	877
20	2436
21	786
22	1165
23	595
24	1487
25	641
26	826
27	450
28	857
29	328
30	670
31	311
32	566
33	240
34	349
35	274
36	393
37	186
38	253
39	159
40	337
41	140
42	192
43	121
44	184
45	139
46	144
47	97
48	188
49	108
50	132
51	84
52	118
53	79
54	120
55	64
56	113
57	70
58	77
59	68
60	2603
