# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.54
-58	0.58
-57	0.61
-56	0.58
-55	0.53
-54	0.60
-53	0.61
-52	0.57
-51	0.57
-50	0.59
-49	0.56
-48	0.60
-47	0.60
-46	0.62
-45	0.54
-44	0.63
-43	0.62
-42	0.61
-41	0.59
-40	0.59
-39	0.61
-38	0.63
-37	0.59
-36	0.62
-35	0.62
-34	0.62
-33	0.60
-32	0.64
-31	0.64
-30	0.63
-29	0.62
-28	0.64
-27	0.64
-26	0.65
-25	0.65
-24	0.63
-23	0.62
-22	0.65
-21	0.63
-20	0.63
-19	0.66
-18	0.65
-17	0.65
-16	0.64
-15	0.62
-14	0.65
-13	0.67
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.62
6	0.59
7	0.59
8	0.58
9	0.59
10	0.57
11	0.59
12	0.57
13	0.58
14	0.57
15	0.57
16	0.56
17	0.60
18	0.57
19	0.61
20	0.56
21	0.60
22	0.57
23	0.60
24	0.58
25	0.59
26	0.58
27	0.59
28	0.57
29	0.62
30	0.57
31	0.63
32	0.56
33	0.62
34	0.59
35	0.61
36	0.58
37	0.66
38	0.59
39	0.59
40	0.59
41	0.64
42	0.58
43	0.62
44	0.54
45	0.58
46	0.60
47	0.59
48	0.58
49	0.63
50	0.61
51	0.65
52	0.60
53	0.65
54	0.55
55	0.65
56	0.59
57	0.61
58	0.62
59	0.64
60	0.63
