# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.49
-58	0.59
-57	0.60
-56	0.63
-55	0.61
-54	0.60
-53	0.61
-52	0.61
-51	0.55
-50	0.62
-49	0.57
-48	0.58
-47	0.61
-46	0.60
-45	0.60
-44	0.62
-43	0.64
-42	0.61
-41	0.58
-40	0.62
-39	0.62
-38	0.64
-37	0.61
-36	0.64
-35	0.60
-34	0.64
-33	0.61
-32	0.64
-31	0.66
-30	0.62
-29	0.62
-28	0.64
-27	0.61
-26	0.64
-25	0.62
-24	0.65
-23	0.62
-22	0.64
-21	0.62
-20	0.63
-19	0.65
-18	0.65
-17	0.67
-16	0.64
-15	0.63
-14	0.64
-13	0.67
-12	0.63
-11	0.66
-10	0.62
-9	0.64
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.61
8	0.59
9	0.61
10	0.58
11	0.62
12	0.58
13	0.62
14	0.58
15	0.58
16	0.58
17	0.63
18	0.59
19	0.62
20	0.56
21	0.62
22	0.58
23	0.62
24	0.59
25	0.60
26	0.60
27	0.62
28	0.59
29	0.63
30	0.57
31	0.64
32	0.59
33	0.62
34	0.57
35	0.62
36	0.61
37	0.63
38	0.63
39	0.64
40	0.60
41	0.63
42	0.61
43	0.59
44	0.62
45	0.62
46	0.60
47	0.59
48	0.62
49	0.62
50	0.61
51	0.68
52	0.64
53	0.64
54	0.65
55	0.67
56	0.61
57	0.68
58	0.62
59	0.70
60	0.65
