# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.59
-58	0.50
-57	0.57
-56	0.59
-55	0.52
-54	0.56
-53	0.54
-52	0.58
-51	0.58
-50	0.53
-49	0.53
-48	0.58
-47	0.58
-46	0.59
-45	0.58
-44	0.58
-43	0.61
-42	0.63
-41	0.60
-40	0.58
-39	0.61
-38	0.62
-37	0.60
-36	0.64
-35	0.58
-34	0.65
-33	0.62
-32	0.63
-31	0.60
-30	0.62
-29	0.63
-28	0.63
-27	0.60
-26	0.64
-25	0.62
-24	0.62
-23	0.61
-22	0.64
-21	0.63
-20	0.62
-19	0.65
-18	0.64
-17	0.63
-16	0.62
-15	0.63
-14	0.64
-13	0.65
-12	0.62
-11	0.65
-10	0.62
-9	0.64
-8	0.61
-7	0.65
-6	0.62
-5	0.63
-4	0.62
-3	0.63
-2	0.64
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.63
5	0.62
6	0.58
7	0.59
8	0.57
9	0.59
10	0.56
11	0.58
12	0.56
13	0.59
14	0.55
15	0.56
16	0.55
17	0.59
18	0.55
19	0.58
20	0.55
21	0.59
22	0.55
23	0.59
24	0.56
25	0.58
26	0.56
27	0.61
28	0.57
29	0.58
30	0.55
31	0.61
32	0.57
33	0.61
34	0.57
35	0.58
36	0.58
37	0.65
38	0.61
39	0.60
40	0.55
41	0.68
42	0.59
43	0.59
44	0.60
45	0.55
46	0.60
47	0.58
48	0.62
49	0.64
50	0.61
51	0.64
52	0.64
53	0.65
54	0.56
55	0.63
56	0.59
57	0.59
58	0.59
59	0.66
60	0.62
