# [1]Indel length	[2]Count
-60	2629
-59	47
-58	63
-57	62
-56	121
-55	67
-54	122
-53	78
-52	119
-51	73
-50	153
-49	150
-48	220
-47	111
-46	159
-45	123
-44	218
-43	97
-42	235
-41	148
-40	396
-39	199
-38	319
-37	220
-36	470
-35	250
-34	381
-33	261
-32	650
-31	293
-30	761
-29	366
-28	966
-27	526
-26	926
-25	707
-24	1574
-23	652
-22	1317
-21	866
-20	2563
-19	986
-18	2256
-17	1235
-16	3946
-15	2416
-14	3648
-13	2201
-12	7820
-11	2793
-10	7934
-9	4433
-8	13696
-7	5652
-6	16241
-5	15314
-4	50941
-3	35667
-2	93287
-1	232428
1	236524
2	92678
3	33776
4	48714
5	14526
6	16084
7	5459
8	13695
9	4240
10	7482
11	2677
12	7581
13	2039
14	3391
15	2337
16	3805
17	1142
18	2249
19	927
20	2564
21	831
22	1265
23	653
24	1471
25	738
26	863
27	491
28	919
29	316
30	751
31	322
32	622
33	249
34	402
35	289
36	424
37	214
38	247
39	186
40	336
41	136
42	228
43	125
44	184
45	130
46	147
47	114
48	191
49	118
50	131
51	98
52	143
53	86
54	139
55	80
56	109
57	62
58	98
59	64
60	2991
