# [1]Indel length	[2]Count
-60	2444
-59	41
-58	80
-57	59
-56	116
-55	56
-54	121
-53	61
-52	137
-51	69
-50	144
-49	136
-48	187
-47	92
-46	155
-45	112
-44	211
-43	107
-42	223
-41	147
-40	366
-39	181
-38	308
-37	217
-36	416
-35	240
-34	382
-33	282
-32	617
-31	303
-30	751
-29	350
-28	912
-27	479
-26	861
-25	685
-24	1517
-23	636
-22	1258
-21	766
-20	2477
-19	992
-18	2187
-17	1209
-16	3706
-15	2311
-14	3534
-13	2084
-12	7478
-11	2774
-10	7674
-9	4283
-8	13386
-7	5473
-6	16108
-5	15021
-4	50162
-3	34456
-2	91364
-1	227910
1	231640
2	89949
3	32757
4	47654
5	13867
6	15581
7	5076
8	13299
9	3927
10	7275
11	2539
12	7250
13	1805
14	3278
15	2145
16	3612
17	1065
18	2011
19	806
20	2331
21	795
22	1141
23	585
24	1408
25	621
26	783
27	478
28	869
29	311
30	661
31	285
32	547
33	227
34	318
35	245
36	394
37	188
38	232
39	170
40	309
41	124
42	209
43	108
44	153
45	122
46	157
47	96
48	159
49	103
50	140
51	81
52	118
53	89
54	106
55	63
56	100
57	53
58	75
59	53
60	2381
