# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.50
-58	0.54
-57	0.57
-56	0.63
-55	0.54
-54	0.62
-53	0.58
-52	0.56
-51	0.56
-50	0.55
-49	0.54
-48	0.58
-47	0.61
-46	0.61
-45	0.55
-44	0.61
-43	0.62
-42	0.61
-41	0.63
-40	0.61
-39	0.61
-38	0.61
-37	0.61
-36	0.64
-35	0.59
-34	0.65
-33	0.63
-32	0.63
-31	0.64
-30	0.63
-29	0.62
-28	0.63
-27	0.62
-26	0.62
-25	0.62
-24	0.62
-23	0.61
-22	0.64
-21	0.63
-20	0.62
-19	0.64
-18	0.64
-17	0.65
-16	0.62
-15	0.62
-14	0.63
-13	0.66
-12	0.62
-11	0.65
-10	0.61
-9	0.64
-8	0.61
-7	0.64
-6	0.62
-5	0.62
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.62
5	0.62
6	0.57
7	0.58
8	0.56
9	0.58
10	0.55
11	0.58
12	0.56
13	0.56
14	0.54
15	0.56
16	0.55
17	0.59
18	0.54
19	0.58
20	0.55
21	0.58
22	0.54
23	0.57
24	0.56
25	0.59
26	0.54
27	0.58
28	0.55
29	0.57
30	0.55
31	0.60
32	0.53
33	0.59
34	0.55
35	0.57
36	0.55
37	0.58
38	0.60
39	0.58
40	0.55
41	0.64
42	0.59
43	0.60
44	0.55
45	0.56
46	0.58
47	0.60
48	0.57
49	0.62
50	0.58
51	0.57
52	0.59
53	0.59
54	0.57
55	0.58
56	0.60
57	0.63
58	0.59
59	0.62
60	0.60
