# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.54
-58	0.53
-57	0.60
-56	0.59
-55	0.55
-54	0.59
-53	0.65
-52	0.60
-51	0.61
-50	0.62
-49	0.60
-48	0.63
-47	0.56
-46	0.64
-45	0.59
-44	0.62
-43	0.64
-42	0.62
-41	0.65
-40	0.61
-39	0.60
-38	0.65
-37	0.61
-36	0.65
-35	0.58
-34	0.65
-33	0.62
-32	0.65
-31	0.64
-30	0.64
-29	0.64
-28	0.64
-27	0.62
-26	0.65
-25	0.64
-24	0.64
-23	0.61
-22	0.65
-21	0.65
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.64
-15	0.63
-14	0.65
-13	0.68
-12	0.63
-11	0.66
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.60
8	0.58
9	0.61
10	0.58
11	0.61
12	0.58
13	0.61
14	0.56
15	0.58
16	0.57
17	0.62
18	0.57
19	0.60
20	0.57
21	0.61
22	0.57
23	0.63
24	0.58
25	0.60
26	0.58
27	0.62
28	0.59
29	0.63
30	0.57
31	0.65
32	0.59
33	0.62
34	0.59
35	0.60
36	0.59
37	0.64
38	0.62
39	0.61
40	0.57
41	0.67
42	0.59
43	0.60
44	0.60
45	0.60
46	0.58
47	0.66
48	0.59
49	0.63
50	0.62
51	0.66
52	0.65
53	0.60
54	0.61
55	0.65
56	0.63
57	0.60
58	0.61
59	0.66
60	0.64
