# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.51
-58	0.56
-57	0.63
-56	0.63
-55	0.58
-54	0.58
-53	0.57
-52	0.58
-51	0.56
-50	0.63
-49	0.55
-48	0.61
-47	0.59
-46	0.61
-45	0.63
-44	0.63
-43	0.60
-42	0.61
-41	0.61
-40	0.61
-39	0.56
-38	0.61
-37	0.58
-36	0.61
-35	0.58
-34	0.61
-33	0.59
-32	0.64
-31	0.64
-30	0.63
-29	0.59
-28	0.62
-27	0.63
-26	0.64
-25	0.63
-24	0.63
-23	0.60
-22	0.64
-21	0.65
-20	0.61
-19	0.67
-18	0.64
-17	0.65
-16	0.62
-15	0.63
-14	0.63
-13	0.66
-12	0.63
-11	0.65
-10	0.62
-9	0.64
-8	0.62
-7	0.65
-6	0.62
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.62
6	0.59
7	0.60
8	0.58
9	0.59
10	0.57
11	0.60
12	0.57
13	0.59
14	0.57
15	0.58
16	0.57
17	0.60
18	0.56
19	0.63
20	0.56
21	0.61
22	0.55
23	0.62
24	0.58
25	0.58
26	0.57
27	0.62
28	0.58
29	0.61
30	0.60
31	0.64
32	0.57
33	0.62
34	0.57
35	0.60
36	0.59
37	0.58
38	0.60
39	0.63
40	0.57
41	0.66
42	0.61
43	0.60
44	0.59
45	0.54
46	0.65
47	0.62
48	0.57
49	0.57
50	0.64
51	0.64
52	0.64
53	0.57
54	0.63
55	0.57
56	0.65
57	0.63
58	0.64
59	0.71
60	0.64
